	fastcore_M12.3.16.CCs_4	fastcore_M12.3.16.CSCs_2	fastcore_M4.2.10.CSCs_3	fastcore_M4.2.7.CCs_1	fastcore_M4.2.7.CCs_2	fastcore_M4.2.7.CSCs_1	fastcore_M4.2.7.CSCs_2
HMR_7511	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7512	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7513	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7514	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7515	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_7516	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7517	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7518	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7519	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7520	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7521	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7522	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7523	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7524	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7525	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7526	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7527	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_7528	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7529	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7530	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7531	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_7532	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7533	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7534	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7535	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7536	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7537	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7538	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7539	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7540	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7541	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7542	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7543	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_7544	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7545	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7546	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7547	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7548	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_7549	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7550	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7551	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7552	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7553	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7554	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7555	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7556	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7557	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7558	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7559	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_7560	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7561	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7562	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7563	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_7564	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7565	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7566	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7567	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7568	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7569	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7570	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7571	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7572	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7573	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7574	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7575	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7576	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7577	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7578	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7579	(0, 0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0, 0)	(0, 0)	(0.0, 1000.0)
HMR_7580	(0.0, 1000.0)	(0, 0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0, 0)
HMR_7581	(0.0, 1000.0)	(0, 0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0, 0)
HMR_7582	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7583	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)
HMR_7584	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7585	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7586	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7587	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7588	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)
HMR_7590	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)
HMR_7591	(-1000.0, 1000.0)	(0, 0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(0, 0)	(-1000.0, 1000.0)
HMR_7594	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7596	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)
HMR_7597	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7598	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7600	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7602	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7603	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7608	(-1000.0, 1000.0)	(0, 0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(0, 0)	(0, 0)
HMR_7609	(0, 0)	(0, 0)	(-1000.0, 1000.0)	(0, 0)	(0, 0)	(-1000.0, 1000.0)	(0, 0)
HMR_7610	(-1000.0, 1000.0)	(0, 0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(0, 0)
HMR_7611	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7612	(0.0, 1000.0)	(0, 0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)
HMR_7613	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7614	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0, 0)
HMR_7615	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7617	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7618	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7621	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7622	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7623	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7624	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7625	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7626	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7627	(0, 0)	(0.0, 1000.0)	(0, 0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7628	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7629	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7630	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7631	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7632	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0, 0)
HMR_7633	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_7634	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7635	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_7636	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_7637	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_7638	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)
HMR_7639	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_7640	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(0, 0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(0, 0)	(-1000.0, 1000.0)
HMR_7641	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_7642	(-1000.0, 1000.0)	(0, 0)	(-1000.0, 1000.0)	(0, 0)	(0, 0)	(-1000.0, 1000.0)	(0, 0)
HMR_7643	(-1000.0, 1000.0)	(0, 0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)
HMR_7644	(-1000.0, 1000.0)	(0, 0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)
HMR_7645	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7646	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7647	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7648	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_7649	(-1000.0, 1000.0)	(0, 0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(0, 0)	(-1000.0, 1000.0)
HMR_7650	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_7651	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7652	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7653	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(0, 0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)
HMR_7654	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7655	(0, 0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7656	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7661	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)
HMR_7662	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)
HMR_7663	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)
HMR_7664	(0, 0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(0, 0)
HMR_7665	(0, 0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(0, 0)
HMR_7666	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7667	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7668	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)
HMR_7669	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)
HMR_7670	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)
HMR_7671	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)
HMR_7672	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0, 0)
HMR_7673	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0, 0)
HMR_7674	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7675	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)
HMR_7676	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0, 0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7679	(0, 0)	(0, 0)	(0, 0)	(0, 0)	(0, 0)	(0, 0)	(0, 0)
HMR_7680	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)
HMR_7681	(0.0, 1000.0)	(0, 0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)	(0.0, 1000.0)
HMR_7682	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)
HMR_7683	(0, 0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)
HMR_7684	(0, 0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(0, 0)	(0, 0)
HMR_7685	(0, 0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(0, 0)	(0, 0)
HMR_7686	(0, 0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(-1000.0, 1000.0)	(0, 0)	(0, 0)
